StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q31,Q21,Q22,Q22_8_TEXT,Q23,Q26,Q14,Q7,Q7_9_TEXT,Q27_1,Q27_2,Q27_3,Q19_1_x,Q19_1_y
2023-05-16 10:03:21,2023-05-16 10:04:15,IP Address,100,54,True,2023-05-16 10:04:16,R_9ZHYLz40AoqrgqJ,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Driving, getting ready, laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.1,4,3.9,604,468
2023-05-16 10:03:29,2023-05-16 10:05:32,IP Address,100,122,True,2023-05-16 10:05:32,R_2YwR6z1iVYgiaXu,anonymous,EN,P0016,0484,On campus,,,SOC Social Science Building,No,"Morning routine, transportation for class",None,,4.1,1.8,4.1,410,675
2023-05-16 10:14:19,2023-05-16 10:17:25,IP Address,100,185,True,2023-05-16 10:17:26,R_1lgEWVszt8VOMDV,anonymous,EN,P0014,8349,On campus,,,SHS Student Health Services Building,No,"Eating breakfast, driving","Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,2,4,2.5,124,460
2023-05-16 10:26:22,2023-05-16 10:27:15,IP Address,100,52,True,2023-05-16 10:27:15,R_25SmssVSo5vMQ2M,anonymous,EN,P0027,5568,Off campus,Home,,,,Watching Tv,"E-mail,Text Messaging / iMessage",,4.1,7,5.5,629,543
2023-05-16 12:00:58,2023-05-16 12:01:56,IP Address,100,57,True,2023-05-16 12:01:56,R_XYf4xLa6IeXBWEx,anonymous,EN,P0027,5568,Off campus,At a friend's house,,,,Tiktok,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage",,3,2.4,3.4,465,659
2023-05-16 12:03:54,2023-05-16 12:04:44,IP Address,100,49,True,2023-05-16 12:04:45,R_1eW3dE9PAwRIIRJ,anonymous,EN,P0003,5886,On campus,,,MDL USF Health-Student Group Learning Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4.2,3.9,3.8,608,443
2023-05-16 12:03:47,2023-05-16 12:05:03,IP Address,100,75,True,2023-05-16 12:05:04,R_1JQTID7xj6NRsd8,anonymous,EN,P0011,3270,Off campus,Home,,,,Cooked food,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp",,3.5,3.4,3.1,189,182
2023-05-16 12:06:37,2023-05-16 12:08:32,IP Address,100,115,True,2023-05-16 12:08:33,R_8wPVpilgZV2xOqR,anonymous,EN,P0014,8349,On campus,,,SHS Student Health Services Building,No,Doctor appointment,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,1.9,3.4,2.3,202,608
2023-05-16 12:17:31,2023-05-16 12:18:30,IP Address,100,58,True,2023-05-16 12:18:30,R_3Pe0IA0iceX8DIL,anonymous,EN,P0019,0677,On campus,,,CHE Chemistry Building,No,In class,Phone Call / FaceTime / Google Duo,,5.7,6,6.2,556,611
2023-05-16 12:00:27,2023-05-16 12:18:59,IP Address,100,1111,True,2023-05-16 12:19:00,R_1P2e7WhCjBP3yg7,anonymous,EN,P0022,1921,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,"Walking and evangelizing ","Canvas,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.9,6.4,6.4,653,241
2023-05-16 14:03:30,2023-05-16 14:05:07,IP Address,100,97,True,2023-05-16 14:05:08,R_RKOTEXK5nGkngQx,anonymous,EN,P0011,3270,On campus,,,ENB Engineering Building II,No,Studying,"Canvas,E-mail,Discord / Slack / WhatsApp",,5.1,5,5.6,676,460
2023-05-16 14:04:27,2023-05-16 14:05:17,IP Address,100,49,True,2023-05-16 14:05:18,R_1IuewO4Fz9FqCGs,anonymous,EN,P0022,1921,On campus,,,ISA Interdisciplinary Sciences Building,No,"walking ","Canvas,Text Messaging / iMessage",,6.3,6.7,6.4,653,389
2023-05-16 14:23:40,2023-05-16 14:24:20,IP Address,100,39,True,2023-05-16 14:24:20,R_3qDQnDse7Qq7InM,anonymous,EN,P0027,5568,Off campus,At a friend's house,,,,Online lecture,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage",,6.6,3.1,7,576,162
2023-05-16 14:30:14,2023-05-16 14:31:46,IP Address,100,92,True,2023-05-16 14:31:47,R_24cwMtDdGHSFHAv,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,Classes,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,5,1,4.1,394,511
2023-05-16 14:32:16,2023-05-16 14:33:50,IP Address,100,93,True,2023-05-16 14:33:50,R_ZsqS2t9ilOhxZiF,anonymous,EN,P0016,0484,On campus,,,EDU Education Building,No,Class,None,,5,1,4.3,390,533
2023-05-16 15:03:57,2023-05-16 15:04:44,IP Address,100,46,True,2023-05-16 15:04:45,R_1oI4zpWP9RSzyzs,anonymous,EN,P0003,5886,On campus,,,BPB Business Partnership Building (USF Research Park),No,"Laboratory work, napping ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,440,662
2023-05-16 15:16:34,2023-05-16 15:17:25,IP Address,100,51,True,2023-05-16 15:17:26,R_3QFOgmLlOy11GIQ,anonymous,EN,P0014,8349,On campus,,,EDU Education Building,No,Class lecture,"Canvas,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3,5,3.8,407,675
2023-05-16 16:00:30,2023-05-16 16:01:40,IP Address,100,69,True,2023-05-16 16:01:40,R_2wvqWfkgQu4iF2Y,anonymous,EN,P0003,5886,On campus,,,BPB Business Partnership Building (USF Research Park),No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,583,533
2023-05-16 16:04:04,2023-05-16 16:05:53,IP Address,100,108,True,2023-05-16 16:05:54,R_3CEqtW0fN4Daui7,anonymous,EN,P0011,3270,On campus,,,ENB Engineering Building II,No,In class,None,,4.1,4,4.4,409,658
2023-05-16 16:18:32,2023-05-16 16:20:47,IP Address,100,135,True,2023-05-16 16:20:48,R_3rPcqICbSsWJhsJ,anonymous,EN,P0022,1921,On campus,,,LIB Library,No,Sleeping,Text Messaging / iMessage,,6.6,7,6.8,658,431
2023-05-16 16:49:07,2023-05-16 16:50:21,IP Address,100,74,True,2023-05-16 16:50:22,R_p6NI1qOldsR3dEB,anonymous,EN,P0014,8349,Off campus,Home,,,,"Watching tv, nap",None,,4.1,4.1,5.3,476,688
2023-05-16 18:00:44,2023-05-16 18:01:33,IP Address,100,49,True,2023-05-16 18:01:34,R_1l3vcz4HbiXxou8,anonymous,EN,P0014,8349,Off campus,Home,,,,"Online class lecture ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.2,4,4.8,407,657
2023-05-16 18:03:17,2023-05-16 18:05:10,IP Address,100,113,True,2023-05-16 18:05:10,R_2WxsyVKTx848gch,anonymous,EN,P0011,3270,Off campus,Home,,,,In class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp",,5,5,5,608,554
2023-05-16 18:14:18,2023-05-16 18:15:15,IP Address,100,56,True,2023-05-16 18:15:15,R_TpDeDqU4gjnb6zT,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4.1,4,4.1,627,454
2023-05-16 18:31:05,2023-05-16 18:33:12,IP Address,100,126,True,2023-05-16 18:33:12,R_3qUNHws96g80vAs,anonymous,EN,P0016,0484,On campus,,,EDU Education Building,No,"Having lunch, attending meeting, went to the bank","E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,2.2,4.3,122,248
2023-05-16 18:32:03,2023-05-16 18:33:33,IP Address,100,89,True,2023-05-16 18:33:33,R_1doXaCfWWZPiAVA,anonymous,EN,P0027,5568,On campus,,,REC Recreation Activities Center,No,Playing volleyball,Text Messaging / iMessage,,7,2.6,5.3,548,178
2023-05-16 18:33:17,2023-05-16 18:34:26,IP Address,100,68,True,2023-05-16 18:34:27,R_2rv9jZ9Vla1Kt9D,anonymous,EN,P0016,0484,Off campus,Home,,,,Meal prepping for the week,None,,4.5,2.5,4.7,734,468
2023-05-16 19:10:23,2023-05-16 19:11:24,IP Address,100,60,True,2023-05-16 19:11:24,R_08L992ym0l4STUB,anonymous,EN,P0022,1921,Off campus,Home,,,,Relaxing,Text Messaging / iMessage,,6.1,6.7,6.5,691,392
2023-05-16 20:09:41,2023-05-16 20:10:24,IP Address,100,42,True,2023-05-16 20:10:25,R_2QLhRjEWjToFwx0,anonymous,EN,P0011,3270,Off campus,Home,,,,Studied,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp",,4.9,5.1,5.3,664,455
2023-05-16 20:19:16,2023-05-16 20:20:40,IP Address,100,84,True,2023-05-16 20:20:41,R_3MyrqzrXRWCIBDo,anonymous,EN,P0016,0484,Off campus,Home,,,,Had weed,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,5.7,4.3,5.2,475,491
2023-05-16 20:29:21,2023-05-16 20:29:50,IP Address,100,29,True,2023-05-16 20:29:50,R_2Vwk1e6K2KgBXVQ,anonymous,EN,P0003,5886,Off campus,Home,,,,"Cooking, shopping ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.9,4,4,621,481
2023-05-16 20:43:33,2023-05-16 20:44:15,IP Address,100,41,True,2023-05-16 20:44:16,R_1Fzyxk99ULWdgtS,anonymous,EN,P0014,8349,Off campus,Home,,,,Tik tok,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.6,4.7,4.1,624,573
2023-05-16 21:03:17,2023-05-16 21:04:10,IP Address,100,53,True,2023-05-16 21:04:10,R_2tUTGIqYpEQAkAp,anonymous,EN,P0022,1921,Off campus,Home,,,,Homework,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.2,5.7,5.9,286,341
2023-05-16 21:41:47,2023-05-16 21:42:45,IP Address,100,57,True,2023-05-16 21:42:45,R_eCC5YqUv1rkZR3X,anonymous,EN,P0027,5568,Off campus,Home,,,,Playing volleyball,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6.1,1.4,4.7,477,689
2023-05-17 10:01:44,2023-05-17 10:02:37,IP Address,100,52,True,2023-05-17 10:02:38,R_23e5iZqtEftbBoP,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, driving","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,602,470
2023-05-17 10:10:14,2023-05-17 10:11:17,IP Address,100,63,True,2023-05-17 10:11:18,R_3oLQXKoruYI4x5n,anonymous,EN,P0027,5568,Off campus,Home,,,,Driving,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,2.7,2.2,1.7,310,663
2023-05-17 10:22:58,2023-05-17 10:26:39,IP Address,100,220,True,2023-05-17 10:26:39,R_3EALPNBmdX4Mvut,anonymous,EN,P0016,0484,Off campus,Home,,,,"Studying, preparing and having breakfast ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail",,5,2,5,475,286
2023-05-17 10:45:46,2023-05-17 10:46:26,IP Address,100,40,True,2023-05-17 10:46:26,R_1duWFOPtzsDuWH4,anonymous,EN,P0022,1921,Off campus,Home,,,,"Sleeping ","Canvas,Text Messaging / iMessage",,6.3,6,6,651,400
2023-05-17 10:54:26,2023-05-17 10:55:21,IP Address,100,54,True,2023-05-17 10:55:22,R_3P669ShJrYxoMGm,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Construction site,,,Working drilling,Text Messaging / iMessage,,4,1.9,3.6,403,672
2023-05-17 12:01:03,2023-05-17 12:02:04,IP Address,100,61,True,2023-05-17 12:02:06,R_1Cd5sRM0wzpCq2S,anonymous,EN,P0016,0484,On campus,,,EDU Education Building,No,"Breakfast, paperwork","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,2.1,2.2,2.4,228,151
2023-05-17 12:20:16,2023-05-17 12:48:11,IP Address,100,1675,True,2023-05-17 12:48:11,R_21jIHQukhmfn8Ev,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,667,431
2023-05-17 14:00:33,2023-05-17 14:02:10,IP Address,100,96,True,2023-05-17 14:02:10,R_1PXbTT851QVOzrn,anonymous,EN,P0027,5568,On campus,,,EDU Education Building,No,"Doing homework ","Canvas,E-mail,Text Messaging / iMessage",,2.2,2.3,2.1,384,566
2023-05-17 14:15:22,2023-05-17 14:15:58,IP Address,100,36,True,2023-05-17 14:15:59,R_W1o0S0MtCsXxeBH,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, laboratory work","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,671,449
2023-05-17 14:21:53,2023-05-17 14:29:02,IP Address,100,429,True,2023-05-17 14:29:03,R_D7a4wYA2hmVJv5D,anonymous,EN,P0016,0484,On campus,,,EDU Education Building,No,Class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,4,2.5,4,388,686
2023-05-17 16:00:38,2023-05-17 16:01:59,IP Address,100,81,True,2023-05-17 16:01:59,R_3NyT3pbdiPnLFgf,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,"Paperwork, pick up meds, have lunch","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,2.5,3,376,673
2023-05-17 16:03:37,2023-05-17 16:04:06,IP Address,100,28,True,2023-05-17 16:04:07,R_1rAfpNqVrt8ybPW,anonymous,EN,P0011,3270,Off campus,Home,,,,"Cooked and ate lunch ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.2,5.1,5.2,526,639
2023-05-17 16:12:45,2023-05-17 16:19:19,IP Address,100,394,True,2023-05-17 16:19:20,R_BzawtwZ63dDWg25,anonymous,EN,P0003,5886,On campus,,,MDL USF Health-Student Group Learning Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,642,491
2023-05-17 16:36:49,2023-05-17 16:37:34,IP Address,100,44,True,2023-05-17 16:37:35,R_2rZrJWLxhv9OWrY,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work site,,,Overseeing hole drilling,Text Messaging / iMessage,,4.1,3.1,3.6,394,681
2023-05-17 16:37:45,2023-05-17 16:38:32,IP Address,100,47,True,2023-05-17 16:38:33,R_3lMRuuLrQcmWSEz,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work,,,Overseeing drilling,Text Messaging / iMessage,,3.5,3.2,3.8,113,378
2023-05-17 16:38:38,2023-05-17 16:39:17,IP Address,100,38,True,2023-05-17 16:39:18,R_5uz40QBw6EYrZtv,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),St Pete campus,,,Exploring campus,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,2.4,4.2,388,679
2023-05-17 16:53:28,2023-05-17 16:54:42,IP Address,100,74,True,2023-05-17 16:54:43,R_uq2lqUKPJDJF44h,anonymous,EN,P0027,5568,On campus,,,ENB Engineering Building II,No,Attending class,"Canvas,Text Messaging / iMessage",,1.1,3.1,2,180,462
2023-05-17 18:08:35,2023-05-17 18:10:06,IP Address,100,90,True,2023-05-17 18:10:06,R_1eLfX3hsbpmF3JT,anonymous,EN,P0003,5886,On campus,,,SVC Student Services Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3.8,3.9,3.8,660,445
2023-05-17 18:10:06,2023-05-17 18:10:43,IP Address,100,36,True,2023-05-17 18:10:44,R_2y7UEjKppcJ6qCa,anonymous,EN,P0011,3270,Off campus,Home,,,,Cooked,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,3.2,3.1,2.8,131,465
2023-05-17 18:26:31,2023-05-17 18:28:17,IP Address,100,106,True,2023-05-17 18:28:18,R_1Fx04ipKVc5lukN,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,"Paperwork, study, therapy session","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Other (Provide the name of the platform)",Tao,5.3,3.5,4,376,682
2023-05-17 18:47:16,2023-05-17 18:48:20,IP Address,100,64,True,2023-05-17 18:48:21,R_SNy1yCYbomtknhn,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),On the road,,,Driving,Other (Provide the name of the platform),"Maps, Waze ",4.2,3.5,5.3,669,400
2023-05-17 18:53:58,2023-05-17 18:54:57,IP Address,100,58,True,2023-05-17 18:54:57,R_1DGATktMYCs4rdZ,anonymous,EN,P0022,1921,Off campus,Home,,,,"Practice violin and groceries ",Text Messaging / iMessage,,6.7,6.3,6.4,620,197
2023-05-17 19:05:59,2023-05-17 19:07:03,IP Address,100,63,True,2023-05-17 19:07:04,R_WiAlDd7I1bdAbEl,anonymous,EN,P0027,5568,Off campus,Home,,,,Watching tv,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.1,3.1,3,377,566
2023-05-17 20:00:49,2023-05-17 20:01:30,IP Address,100,41,True,2023-05-17 20:01:31,R_3O2rQ2SedVjvvW1,anonymous,EN,P0014,8349,Off campus,Home,,,,"Watching tv, talking with roommates",Text Messaging / iMessage,,5.1,4.9,5.1,662,458
2023-05-17 21:00:14,2023-05-17 21:01:33,IP Address,100,78,True,2023-05-17 21:01:34,R_qXjL9HWxxPGbJh7,anonymous,EN,P0027,5568,Off campus,Grocery shopping,,,,Playing cards,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.1,4.9,5.1,585,592
2023-05-17 21:39:05,2023-05-17 21:39:46,IP Address,100,41,True,2023-05-17 21:39:47,R_1Cp7XPA6qhNLMa7,anonymous,EN,P0016,0484,Off campus,Home,,,,Cooking,None,,1.8,1.8,1.6,401,698
2023-05-17 21:43:07,2023-05-17 21:43:42,IP Address,100,35,True,2023-05-17 21:43:42,R_pFw5UvvkJ6YOO09,anonymous,EN,P0011,3280,Off campus,Home,,,,Did assginment,"Canvas,E-mail,Discord / Slack / WhatsApp",,2.8,2.7,2.8,126,269
2023-05-18 10:02:27,2023-05-18 10:03:15,IP Address,100,47,True,2023-05-18 10:03:16,R_1TUg8RlRhsp93ot,anonymous,EN,P0027,5568,Off campus,Home,,,,Waking up and in tiktok,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,1.4,3.7,2,123,229
2023-05-18 10:12:15,2023-05-18 10:12:56,IP Address,100,41,True,2023-05-18 10:12:57,R_31Bk57onE66IuFl,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, driving","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,675,420
2023-05-18 10:13:13,2023-05-18 10:14:02,IP Address,100,48,True,2023-05-18 10:14:03,R_1BQSLrRMbyaaP2Y,anonymous,EN,P0014,8349,Off campus,Home,,,,"Relaxing ",Text Messaging / iMessage,,3.3,3.5,3.1,197,595
2023-05-18 11:52:19,2023-05-18 11:53:38,IP Address,100,78,True,2023-05-18 11:53:39,R_b2QbEYadOqK6uQ1,anonymous,EN,P0022,1921,Off campus,Home,,,,Sleeping,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6.2,5.4,6.2,662,480
2023-05-18 12:01:19,2023-05-18 12:02:10,IP Address,100,51,True,2023-05-18 12:02:11,R_3MRpXSoVXb8OAQ1,anonymous,EN,P0014,8349,Off campus,Home,,,,packing for school,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.2,4.3,3.2,226,639
2023-05-18 12:13:28,2023-05-18 12:14:02,IP Address,100,34,True,2023-05-18 12:14:02,R_1Nkcf1l3qLGtD4y,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,650,441
2023-05-18 12:18:37,2023-05-18 12:21:49,IP Address,100,191,True,2023-05-18 12:21:50,R_2WCsfzvbc2BvP54,anonymous,EN,P0027,5568,On campus,,,BDG Beard Drive Parking Garage,No,Research lab,"Canvas,E-mail,Text Messaging / iMessage",,3.2,5.8,1.6,127,458
2023-05-18 12:23:43,2023-05-18 12:24:31,IP Address,100,48,True,2023-05-18 12:24:32,R_3DvD1DPZkh3akgK,anonymous,EN,P0016,0484,On campus,,,SOC Social Science Building,No,Class,None,,4.4,1.6,5.1,392,662
2023-05-18 12:24:36,2023-05-18 12:25:46,IP Address,100,69,True,2023-05-18 12:25:47,R_d4LDqeZDvCBIRtT,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,Talking with friends,None,,5.4,2.2,5.4,656,286
2023-05-18 12:27:45,2023-05-18 12:30:19,IP Address,100,153,True,2023-05-18 12:30:19,R_2P0ar0Cr0T89U1s,anonymous,EN,P0022,1921,Off campus,Home,,,,"Relaxing ","Canvas,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6.2,6.3,6.4,618,285
2023-05-18 14:00:36,2023-05-18 14:01:22,IP Address,100,45,True,2023-05-18 14:01:22,R_2sWFJgQ9GMkpgZV,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work, eating ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,669,474
2023-05-18 14:01:53,2023-05-18 14:03:02,IP Address,100,68,True,2023-05-18 14:03:02,R_xgUDQSR8PJATT45,anonymous,EN,P0011,3270,On campus,,,ENB Engineering Building II,No,Studying,"Canvas,E-mail,Discord / Slack / WhatsApp",,4,4,3.3,114,324
2023-05-18 14:03:19,2023-05-18 14:05:35,IP Address,100,135,True,2023-05-18 14:05:36,R_RxaFuKaGhvcePJv,anonymous,EN,P0026,3597,Off campus,Home,,,,On my phone and doing homework,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas",,4.3,5.9,4.5,538,535
2023-05-18 14:05:52,2023-05-18 14:06:31,IP Address,100,38,True,2023-05-18 14:06:31,R_3HF7VxerLrri7h1,anonymous,EN,P0014,8349,On campus,,,EDU Education Building,No,Class lecture,Canvas,,4.3,5.4,5.1,412,677
2023-05-18 14:04:08,2023-05-18 14:07:00,IP Address,100,172,True,2023-05-18 14:07:01,R_3etB7u73XRStvl5,anonymous,EN,P0022,1921,Off campus,Other (please describe in 5 words or less),In car,,,Driving,"E-mail,Text Messaging / iMessage",,5.3,6.5,6.2,102,316
2023-05-18 14:51:43,2023-05-18 14:52:57,IP Address,100,73,True,2023-05-18 14:52:58,R_3aw4KsZhH7WVsR3,anonymous,EN,P0027,5568,Off campus,At a friend's house,,,,Lunch,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage",,4,6.3,4.1,391,663
2023-05-18 16:01:02,2023-05-18 16:01:51,IP Address,100,49,True,2023-05-18 16:01:52,R_4Yjgjv4IDDHlL3z,anonymous,EN,P0014,8349,Off campus,Home,,,,"Cooking, laundry","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Other (Provide the name of the platform)",Youtube,4.6,4.5,4.7,536,639
2023-05-18 16:11:16,2023-05-18 16:12:32,IP Address,100,76,True,2023-05-18 16:12:33,R_tQA1dIyp09dg6E9,anonymous,EN,P0026,3597,Off campus,Home,,,,Homework and eating,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Phone Call / FaceTime / Google Duo",,4,5.4,4.2,580,599
2023-05-18 16:24:16,2023-05-18 16:24:57,IP Address,100,41,True,2023-05-18 16:24:58,R_bfs84nHzlMzeJq1,anonymous,EN,P0003,5886,On campus,,,MDC USF Health-Morsani College of Medicine Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,663,493
2023-05-18 17:04:02,2023-05-18 17:04:47,IP Address,100,44,True,2023-05-18 17:04:47,R_1FRNx6W4ULNA8GG,anonymous,EN,P0011,8270,On campus,,,ENB Engineering Building II,No,In class,Canvas,,2.8,2.9,2.8,448,641
2023-05-18 14:56:19,2023-05-18 17:49:36,IP Address,100,10396,True,2023-05-18 17:49:37,R_27KxAzjHIhRSrV1,anonymous,EN,P0016,0484,On campus,,,LIB Library,No,P0016,None,,4.1,2.1,4.4,385,659
2023-05-18 17:58:25,2023-05-18 17:59:10,IP Address,100,45,True,2023-05-18 17:59:11,R_2wsFWjOg7wtAsoV,anonymous,EN,P0022,1921,Off campus,Home,,,,Practicing violin,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,6.7,7,6.6,655,221
2023-05-18 18:00:23,2023-05-18 18:01:03,IP Address,100,39,True,2023-05-18 18:01:04,R_2CNt3UAjV5tUPI3,anonymous,EN,P0022,1921,Off campus,Home,,,,Practicing violin,"E-mail,Text Messaging / iMessage",,6.3,4.2,6.3,673,246
2023-05-18 18:03:55,2023-05-18 18:07:34,IP Address,100,219,True,2023-05-18 18:07:35,R_7977P3V2GFEGwCZ,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,660,445
2023-05-18 18:11:35,2023-05-18 18:12:16,IP Address,100,41,True,2023-05-18 18:12:17,R_2BmL67pPC3ouYGp,anonymous,EN,P0014,8349,Off campus,Home,,,,"Class lecture online ",None,,4.3,4.8,4.5,233,135
2023-05-18 18:12:41,2023-05-18 18:13:58,IP Address,100,76,True,2023-05-18 18:13:58,R_2v7b7tJj5pG9eYo,anonymous,EN,P0016,0484,Off campus,Home,,,,Job Paperwork,None,,4,2.3,5.4,415,668
2023-05-18 19:21:20,2023-05-18 19:21:49,IP Address,100,28,True,2023-05-18 19:21:49,R_2Uf6ajytJWHESRp,anonymous,EN,P0011,3270,Off campus,Home,,,,"Watching Netflix ","Canvas,E-mail",,4.3,4.1,4.2,688,443
2023-05-18 20:00:24,2023-05-18 20:01:26,IP Address,100,62,True,2023-05-18 20:01:26,R_1dox0LCHFoir3xh,anonymous,EN,P0027,5568,Off campus,Other (please describe in 5 words or less),Open volleyball gym,,,Playing vollyeball,Text Messaging / iMessage,,4.4,2.2,6.2,523,155
